"ResponseId","UserLanguage","Cry_last","qual_Q","Trigger_cause","Trigger_cause_3_TEXT","Trigger_type","Trigger_type_4_TEXT","Context","context2","context3","intense_tear","intense_time","Zintense_tear","Zintense_time","mood_1","Freq","BACS_1","BACS_2","BACS_3","BACS_4","BACS_5","BACS_6","BACS_7","BACS_8","BACS_9","BACS_10","BACS_11","BACS_12","BACS_13","BACS_14","GES_1","GES_2","GES_3","GES_4","GES_5","TMF_1","TMF_2","TMF_3","TMF_4","TMF_5","TMF_6","ZGES_1","ZGES_2","ZGES_3","ZGES_4","ZGES_5","ZTMF_1","ZTMF_2","ZTMF_3","ZTMF_4","ZTMF_5","ZTMF_6","age","gender","gender_4_TEXT","live","live_6_TEXT","live_time","birth_other","BACS_Help","BACS_social","BACS_Ind","GRE","Cry_intensity","GRE2","TMF","GES"
"R_22EWs0e6QAvUfxn","TH",3,,1,,1,,2,1,2,4,2,1.208595193,-0.02089899,2,1.0,5,4,1,1,4,3,3,3,4,4,3,3,1,4,2,3,4,3,3,5,5,5,5,5,6,-1.643634886,-0.347461324,0.55861097,-0.394937304,0.3870703,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,0.823754551,23,2,,4,,1,"-",3.857142857,3.25,1.0,0.202827891,0.593848101,0.18440364999999997,0.6119098406666666,-0.456855636
"R_2xS58XL3VNTNul8","TH",2,"à¹€à¸«à¹‡à¸™à¸ à¸²à¸žà¸„à¸™à¹ƒà¸™à¸„à¸£à¸­à¸šà¸„à¸£à¸±à¸§à¸—à¸°à¹€à¸¥à¸²à¸°à¸�à¸±à¸™à¸­à¸¢à¹ˆà¸²à¸‡à¸£à¸¸à¸™à¹�à¸£à¸‡ à¸�à¹ˆà¸­à¸™à¸£à¹‰à¸­à¸‡à¸¡à¸µà¸„à¸§à¸²à¸¡à¸ªà¸ƒà¸ªà¸±à¸¢à¹�à¸¥à¸°à¹‚à¸�à¸£à¸˜à¹€à¸¢à¸­à¸°à¸¡à¸²à¸� à¸žà¸­à¹„à¸”à¹‰à¸™à¹‰à¸­à¸‡à¹�à¸¥à¹‰",2,,3,,4,1,4,3,2,0.332559879,-0.02089899,2,5.0,5,5,1,1,3,3,5,3,5,4,5,3,1,5,3,3,3,3,2,6,6,2,2,3,6,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,1.113438722,1.087141367,-1.272955121,-1.401426518,-0.723336485,0.823754551,23,2,,4,,1,"-",4.857142857,3.0,1.0,-0.299671016,0.155830444,-0.26786439790000005,-0.06223058066666676,-0.57631512375
"R_3fDcVuzB9Y3ispr","TH",3,"à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¹€à¸žà¸£à¸²à¸°à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¹„à¸¡à¹ˆà¸ªà¸²à¸¡à¸²à¸£à¸–à¸„à¸§à¸šà¸„à¸¸à¸¡à¸ªà¸–à¸²à¸™à¸�à¸²à¸£à¸“à¹Œà¹„à¸”à¹‰ à¸­à¸±à¸™à¹€à¸™à¸·à¹ˆà¸­à¸‡à¸¡à¸²à¸ˆà¸²à¸�à¸•à¹‰à¸­à¸‡à¹€à¸‚à¹‰à¸²à¸«à¸²à¸«à¸±à¸§à¸«à¸™à¹‰à¸²à¸‡à¸²à¸™à¸—à¸µà¹ˆà¸£à¸±",1,,2,,1,,,2,2,-0.543475436,-0.02089899,3,4.0,3,4,2,4,4,4,4,5,4,3,5,2,1,3,3,3,4,3,2,5,5,6,5,5,5,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,0.4957901,0.511060475,1.261499957,0.596848136,0.616119595,0.333042471,23,2,,4,,1,,3.714285714,3.75,2.333333333,0.251069847,-0.282187213,0.33795055079999997,0.6357267890000001,-0.1087138065
"R_1OUmBLlHAB2E9pY","TH",1,,1,,2,,1,,2,3,2,0.332559879,-0.02089899,4,4.0,4,4,1,1,4,5,5,4,3,3,5,1,1,5,4,4,4,4,4,6,5,5,6,6,7,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.113438722,0.511060475,0.627886187,1.262939687,1.285847635,1.31446663,23,2,,4,,1,"à¹„à¸—à¸¢",4.142857143,3.5,1.0,1.010914122,0.155830444,0.9728177547,1.0192732226666668,0.9031345527500001
"R_ba3UNYWIpwqZbC9","TH",3,"à¸„à¸¸à¸¢à¸�à¸±à¸šà¹�à¸Ÿà¸™à¹�à¸¥à¹‰à¸§à¸¡à¸µà¸›à¸±à¸�à¸«à¸²à¸�à¸±à¸™à¸™à¸´à¸”à¸«à¸™à¹ˆà¸­à¸¢ à¹€à¸¥à¸¢à¹€à¸�à¸´à¸”à¸­à¸²à¸�à¸²à¸£à¸™à¹‰à¸­à¸¢à¹ƒà¸ˆà¹�à¸¥à¹‰à¸§à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¸­à¸­à¸�à¸¡à¸² à¹�à¸•à¹ˆà¹€à¸›à¹‡à¸™à¸�à¸²à¸£à¸„à¸¸à¸¢à¸œà¹ˆà¸²à¸™à¹‚à¸—",1,,2,,1,1,4,2,1,-0.543475436,-0.73869892,3,3.0,4,4,2,2,4,3,3,4,3,3,2,4,2,4,3,1,4,2,2,6,6,6,5,5,6,-0.251067568,-3.002422211,0.55861097,-1.722282979,-0.617737195,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,0.823754551,23,2,,4,,1,"à¹€à¸�à¸´à¸”à¸—à¸µà¹ˆà¹„à¸—à¸¢",3.285714286,3.75,2.0,0.042173031,-0.641087178,0.10816405400000002,0.9164670546666667,-1.104290447
"R_2RWynzOFO8Q459n","TH",3,,1,,1,,1,,,5,6,2.084630508,2.850300731,3,2.0,5,5,2,1,3,2,4,1,5,4,5,3,1,5,4,3,4,3,2,6,5,7,5,7,7,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.113438722,0.511060475,1.895113727,0.596848136,1.955575676,1.31446663,23,2,,4,,1,,4.714285714,2.25,1.333333333,0.702407115,2.467465619,0.8344215458,1.2310838943333333,0.239428023
"R_1F9bDuoD0htyCF4","TH",4,,1,,2,,1,,4,4,6,1.208595193,2.850300731,1,1.0,5,5,1,2,5,5,5,4,5,5,5,4,1,5,4,4,4,4,2,6,7,6,6,7,7,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.663222259,1.261499957,1.262939687,1.955575676,1.31446663,23,2,,4,,1,"-",5.0,4.5,1.333333333,1.05144945,2.029447962,1.2183681142,1.4285238218333334,0.9031345527500001
"R_2dRMGdNvYIbrTkm","TH",6,"à¸„à¸¸à¸“à¸›à¸¹à¹ˆà¹€à¸ªà¸µà¸¢à¸Šà¸µà¸§à¸´à¸• à¸—à¸£à¸²à¸šà¸•à¸­à¸™à¸­à¸¢à¸¹à¹ˆà¸šà¸™à¸£à¸–à¸�à¸±à¸šà¹�à¸¡à¹ˆ à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸�à¹ˆà¸­à¸™à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¸�à¹‡à¹„à¸¡à¹ˆà¸ªà¸šà¸²à¸¢à¹ƒà¸ˆà¸­à¸¢à¸¹à¹ˆà¹�à¸¥à¹‰à¸§à¹€à¸žà¸£à¸²à¸°à¸£à¸¹à¹‰",1,,1,,5,1,4,5,6,2.084630508,2.850300731,3,5.5,4,2,1,2,2,3,1,2,1,2,3,2,3,2,3,4,4,4,2,4,4,4,4,5,7,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-0.121858522,-0.065020417,-0.005727582,-0.069243416,0.616119595,1.31446663,23,2,,4,,1,"à¹„à¸—à¸¢",2.142857143,2.25,2.0,0.297360908,2.467465619,0.3888707181,0.27812271466666666,0.55499272325
"R_2yeldgsuV56TJ9l","TH",4,"à¹€à¸«à¸™à¸·à¹ˆà¸­à¸¢à¸ˆà¸²à¸�à¸�à¸²à¸£à¸—à¸³à¸‡à¸²à¸™à¸­à¸¢à¹ˆà¸²à¸‡à¸«à¸™à¸±à¸�à¹�à¸šà¸šà¸—à¸µà¹ˆà¹„à¸¡à¹ˆà¹€à¸„à¸¢à¸—à¸³à¸¡à¸²à¸�à¹ˆà¸­à¸™ à¹�à¸¥à¸°à¸­à¸¢à¸¹à¹ˆà¸•à¹ˆà¸²à¸‡à¸›à¸£à¸°à¹€à¸—à¸¨ à¸�à¹ˆà¸­à¸™à¸£à¹‰à¸­à¸‡à¹„à¸«à¹‰à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸­à¸±à¸”",1,,2,,1,1,4,4,1,1.208595193,-0.73869892,2,0.0,4,2,1,1,2,1,2,2,4,5,4,1,2,5,3,4,4,3,2,5,6,6,6,6,6,-0.251067568,0.980019119,0.55861097,-0.394937304,-0.617737195,0.4957901,1.087141367,1.261499957,1.262939687,1.285847635,0.823754551,23,2,,4,,1,"-",3.714285714,1.5,1.333333333,0.590169211,0.234948136,0.7109598514,1.0361622161666668,0.22315630425
"R_1MtrUXqr3QGki9H","TH",2,"à¸™à¸¶à¸�à¸–à¸¶à¸‡à¸„à¸§à¸²à¸¡à¸£à¸±à¸�à¹ƒà¸™à¸›à¸±à¸ˆà¸ˆà¸¸à¸šà¸±à¸™à¸—à¸µà¹ˆà¸¡à¸±à¸™à¸„à¸‡à¹€à¸›à¹‡à¸™à¹„à¸›à¹„à¸¡à¹ˆà¹„à¸”à¹‰ à¹�à¸•à¹ˆà¸¢à¸±à¸‡à¸­à¸¢à¸²à¸�à¸—à¸µà¸ˆà¸°à¸£à¸±à¸�à¸•à¹ˆà¸­à¹„à¸›",1,,2,,1,,4,2,2,-0.543475436,-0.02089899,1,5.0,4,4,1,1,3,3,5,3,5,5,5,3,1,5,2,2,3,3,2,,6,6,5,5,5,-1.643634886,-1.674941768,-1.311794299,-0.394937304,-0.617737195,,1.087141367,1.261499957,0.596848136,0.616119595,0.333042471,23,2,,4,,1,,4.714285714,3.0,1.0,-0.174839393,-0.282187213,,,-1.25632706425
"R_27rL8kKvsbmOMKo","TH",3,"- à¸¡à¸µà¸ à¸²à¸£à¸°à¸‡à¸²à¸™à¸•à¹‰à¸­à¸‡à¸—à¸³à¹€à¸¢à¸­à¸°à¸¡à¸²à¸� à¹�à¸¥à¸°à¹‚à¸”à¸™à¸„à¸²à¸”à¸«à¸§à¸±à¸‡à¸§à¹ˆà¸²à¸ˆà¸°à¸•à¹‰à¸­à¸‡à¸—à¸³à¸­à¸­à¸�à¸¡à¸²à¸”à¸µ à¸ˆà¸¶à¸‡à¹€à¸�à¸´à¸”à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸�à¸”à¸”à¸±à¸™ à¹„à¸¡à¹ˆà¸­à¸¢à¸²à¸�à¸—",1,,2,,1,1,4,2,1,-0.543475436,-0.73869892,1,1.5,5,4,1,1,4,5,5,3,4,4,4,3,1,5,3,3,4,3,3,3,2,2,3,4,7,-0.251067568,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.739507144,-1.217182201,-1.272955121,-0.735334967,-0.053608445,1.31446663,23,2,,4,,1,"-",4.428571429,3.75,1.0,-0.250173289,-0.641087178,-0.3138976474,-0.4506868746666666,-0.1087138065
"R_1hS8QtnT4ouuK3H","TH",2,"à¸™à¸­à¸™à¹„à¸¡à¹ˆà¸«à¸¥à¸±à¸š à¸šà¸™à¹€à¸•à¸µà¸¢à¸‡ à¸�à¹ˆà¸­à¸™à¸„à¸·à¸­à¸�à¸±à¸‡à¸§à¸¥ à¸«à¸¥à¸±à¸‡à¸„à¸·à¸­ à¸™à¸­à¸™à¹„à¸¡à¹ˆà¸«à¸¥à¸±à¸šà¸­à¸¢à¸¹à¹ˆà¸”à¸µ à¹„à¸¡à¹ˆà¹„à¸”à¹‰à¸£à¸±à¸šà¸„à¸§à¸²à¸¡à¸Šà¹ˆà¸§à¸¢à¹€à¸«à¸¥à¸·à¸­ à¸�à¹ˆà¸­à¸™à¸«à¸™à¹‰à¸²à¸™à¸µà¹‰à¸�à¸´à¸™à¸�à¸²à¹�à¸Ÿà¸•à¸­à¸™à¹€à¸Šà¹‰à¸² à¹�à¸¥à¸°à¸•à¸­à¸™à¹€à¸¢à¹‡à¸™à¸”à¸·à¹ˆà¸¡à¹‚à¸„à¹‰à¸�à¹„à¸¡à¹ˆà¸¡à¸µà¸™à¹‰à¸³à¸•à¸²à¸¥",3,"à¸™à¸­à¸™à¹„à¸¡à¹ˆà¸«à¸¥à¸±à¸š",3,,1,1,4,4,1,1.208595193,-0.73869892,3,2.0,3,2,2,1,2,2,2,3,4,2,2,1,1,3,3,4,4,4,4,4,4,5,5,3,6,-0.251067568,0.980019119,0.55861097,0.932408372,1.391877796,-0.121858522,-0.065020417,0.627886187,0.596848136,-0.723336485,0.823754551,23,2,,4,,1,"à¹„à¸¡à¹ˆà¸¡à¸µ",2.571428571,2.0,1.333333333,0.431829285,0.234948136,0.33582443430000003,0.18971224166666664,0.55499272325
"R_3Enfc55Ux0vcKfd","TH",2,"à¹€à¸–à¸µà¸¢à¸‡à¸�à¸±à¸šà¹�à¸Ÿà¸™ à¸¡à¸µà¸›à¸£à¸°à¹€à¸”à¹‡à¸™à¹„à¸¡à¹ˆà¹€à¸‚à¹‰à¸²à¹ƒà¸ˆà¸�à¸±à¸™à¸™à¸´à¸”à¸«à¸™à¹ˆà¸­à¸¢à¸•à¸±à¹‰à¸‡à¹�à¸•à¹ˆà¸•à¹‰à¸™à¸§à¸±à¸™ à¹€à¸�à¹‡à¸šà¸­à¸²à¸£à¸“à¹Œà¸ˆà¸™à¸¡à¸²à¸–à¸¶à¸‡à¸•à¸­à¸™à¸”à¸¶à¸� à¸�à¹ˆà¸­à¸™à¸™à¸­à¸™à¹€à¸¥à¸¢à¸žà¸´à¸¡à¹„à¸¥à¸™à¹Œà¸„à¸¸à¸¢à¸�à¸±à¸™ à¸•à¸­à¸™à¸™à¸±à¹‰à¸™à¸­à¸¢à¸¹à¹ˆà¸šà¸™à¹€à¸•à¸µà¸¢à¸‡à¹€à¸•à¸£à¸µà¸¢à¸¡à¸™à¸­à¸™à¹�à¸¥à¹‰à¸§à¹�à¸•à¹ˆà¸�à¹‡à¸¢à¸±à¸‡à¹„à¸¡à¹ˆà¸«à¸¥à¸±à¸šà¹€à¸žà¸£à¸²à¸°à¸¢à¸±à¸‡à¸žà¸´à¸¡à¹„à¸¥à¸™à¹Œà¸„à¸¸à¸¢à¸�à¸±à¸™à¸­à¸¢à¸¹",1,,2,,3,3,4,2,5,-0.543475436,2.132500801,2,4.0,4,3,3,2,4,2,4,3,5,4,3,5,1,4,3,2,4,4,2,3,2,6,6,5,7,-0.251067568,-1.674941768,0.55861097,0.932408372,-0.617737195,-0.739507144,-1.217182201,1.261499957,1.262939687,0.616119595,1.31446663,23,2,,4,,1,"-",3.857142857,3.5,2.0,0.131419031,0.794512682,0.20633465300000003,0.4163894206666667,-0.10874749850000004
"R_2zITY5uqlfFQjh9","TH",4,"à¸ªà¸²à¹€à¸«à¸•à¸¸: à¸žà¹ˆà¸­à¹�à¸¡à¹ˆà¸ˆà¸°à¹„à¸¡à¹ˆà¸žà¸²à¸¢à¹ˆà¸²à¹„à¸›à¹‚à¸£à¸‡à¸žà¸¢à¸²à¸šà¸²à¸¥
à¸�à¹ˆà¸­à¸™: à¸�à¸±à¸‡à¸§à¸¥ à¸�à¸”à¸”à¸±à¸™
à¸«à¸¥à¸±à¸‡: à¸„à¸¥à¸²à¸¢à¸�à¸±à¸‡à¸§à¸¥ à¹‚à¸�à¸£à¸˜
à¹‚à¸”à¸¢à¸•à¸­à¸™à¸«à¸¥à¸±à¸‡à¸�à¸²à¸£à¸£à¹‰à¸­à¸‡",2,,3,,2,1,4,1,1,-1.41951075,-0.73869892,3,0.0,5,3,1,3,5,3,1,4,5,5,3,2,1,5,3,3,4,4,2,5,6,3,4,5,6,-0.251067568,-0.347461324,0.55861097,0.932408372,-0.617737195,0.4957901,1.087141367,-0.639341352,-0.069243416,0.616119595,0.823754551,23,2,,4,,1,,3.857142857,3.5,1.666666667,0.235361282,-1.079104835,0.32067112950000004,0.3857034741666667,0.2231226125
"R_1PTQzPt1A0lBjkV","TH",2,,1,,2,,1,1,2,2,2,-0.543475436,-0.02089899,4,5.0,5,3,2,2,3,4,4,3,4,4,4,2,2,4,3,3,3,3,2,5,3,3,5,4,6,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-0.617737195,0.4957901,-0.641101309,-0.639341352,0.596848136,-0.053608445,0.823754551,23,2,,4,,1,"-",4.0,3.0,2.0,-0.21278691,-0.282187213,-0.1722918814,0.09705694683333332,-0.57631512375
"R_W8PtbuUCKhRLegh","TH",3,"I cried because my boyfriend ditched me in going to a concert which means I, myself didnt went to that concert as well. But eventually after a few days I found myself on a period which means I might get a little sensitive during that time.",1,,2,,1,,3,1,1,-1.41951075,-0.73869892,3,3.5,3,4,2,1,4,4,2,4,4,4,4,2,1,3,3,3,3,3,3,4,4,5,5,5,7,-0.251067568,-0.347461324,-1.311794299,-0.394937304,0.3870703,-0.121858522,-0.065020417,0.627886187,0.596848136,0.616119595,1.31446663,23,2,,4,,1,"I grown up in where I was born",3.428571429,3.5,1.333333333,0.095477401,-1.079104835,0.06631811139999999,0.49474026816666666,-0.57631512375
"R_DOgSXv5Go9l1pMR","TH",2,,1,,1,,1,,4,2,2,-0.543475436,-0.02089899,2,4.0,4,4,1,1,3,2,4,3,3,4,5,1,1,4,2,4,4,4,2,5,6,3,4,5,6,-1.643634886,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,1.087141367,-0.639341352,-0.069243416,0.616119595,0.823754551,24,2,,4,,1,,4.0,2.25,1.0,0.229444293,-0.282187213,0.31416244200000004,0.3857034741666667,0.20685089375000001
"R_1NrlyL90iibLTBT","TH",4,,1,,2,,1,1,4,3,2,0.332559879,-0.02089899,3,1.5,4,4,1,3,4,5,5,3,4,4,4,2,1,4,3,4,4,4,3,3,5,3,3,3,3,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.739507144,0.511060475,-0.639341352,-0.735334967,-0.723336485,-0.648381688,24,2,,4,,1,"-",4.142857143,3.5,1.666666667,-0.033436361,0.155830444,-0.0754870268,-0.4958068601666666,0.55499272325
"R_wXi38S5wId9A6Ln","TH",4,"à¸ªà¸²à¹€à¸«à¸•à¸¸ à¸•à¸­à¸™à¹„à¸› work&travel à¸ˆà¸°à¸—à¸³à¹‚à¸­à¸—à¸µ à¹€à¹€à¸¥à¹‰à¸§à¹€à¸¡à¹€à¸™à¹€à¸ˆà¸­à¸£à¹Œà¸¡à¸±à¸™à¹„à¸¡à¹ˆà¹ƒà¸«à¹‰à¸—à¸³ à¸¡à¸±à¸™à¸šà¸­à¸�à¸§à¹ˆà¸²à¹ƒà¸™à¸•à¸²à¸£à¸²à¸‡à¸‡à¸²à¸™à¸‚à¸­à¸‡à¹€à¸£à¸² à¸¡à¸±à¸™à¹€à¸‚à¸µà¸¢à¸™à¹€à¸§",3,"à¸—à¸°à¹€à¸¥à¸²à¸°à¸�à¸±à¸šà¹€à¸¡à¹€à¸™à¹€à¸ˆà¸­à¸£à¹Œ",3,,3,1,4,2,1,-0.543475436,-0.73869892,4,3.5,4,4,1,1,1,3,4,2,3,4,4,1,1,4,2,3,3,3,3,5,4,5,5,5,5,-1.643634886,-0.347461324,-1.311794299,-0.394937304,0.3870703,0.4957901,-0.065020417,0.627886187,0.596848136,0.616119595,0.333042471,24,2,,4,,1,".",3.857142857,1.75,1.0,-0.064190131,-0.641087178,-0.10931617409999998,0.434111012,-0.92445695325
"R_22Etfw9VrwaElKe","TH",4,,1,,2,,1,,4,3,6,0.332559879,2.850300731,3,1.0,3,3,2,2,5,5,3,4,3,3,4,5,2,3,3,4,4,4,2,6,6,5,5,7,7,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,0.627886187,0.596848136,1.955575676,1.31446663,24,2,,4,,1,,3.142857143,4.75,2.0,0.754326401,1.591430305,0.8915327611,1.1158927863333332,0.55499272325
"R_1N8Ja59gBz8gzIa","TH",2,"à¸ªà¸²à¹€à¸«à¸•à¸¸à¸„à¸·à¸­à¹€à¸„à¸£à¸µà¸¢à¸”à¸§à¹ˆà¸²à¸ˆà¸°à¹€à¸­à¸²à¸¢à¸±à¸‡à¹„à¸‡à¸�à¸±à¸šà¸—à¸²à¸‡à¹€à¸¥à¸·à¸­à¸�à¸‚à¸­à¸‡à¸Šà¸µà¸§à¸´à¸•à¸”à¸µ à¸•à¸±à¸”à¸ªà¸´à¸™à¹ƒà¸ˆà¹„à¸¡à¹ˆà¹„à¸”à¹‰ à¹�à¸¥à¸°à¹„à¸”à¹‰à¸£à¸±à¸šà¸„à¸§à¸²à¸¡à¸�à¸”à¸”à¸±à¸™à¸ˆà¸²à¸�",1,,2,,1,,4,4,2,1.208595193,-0.02089899,3,3.0,4,2,1,1,3,4,5,4,5,3,2,3,2,4,3,3,4,3,1,6,5,6,6,5,7,-0.251067568,-0.347461324,0.55861097,-0.394937304,-1.62254469,1.113438722,0.511060475,1.261499957,1.262939687,0.616119595,1.31446663,24,2,,4,,1,,3.571428571,3.5,1.333333333,0.365647741,0.593848101,0.564466984,1.0132541776666668,-0.1087138065
"R_2Egl65BYjWRzzXs","TH",5,"à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸§à¹ˆà¸²à¸ªà¸´à¹ˆà¸‡à¸—à¸µà¹ˆà¹„à¸”à¹‰à¸£à¸±à¸šà¹„à¸¡à¹ˆà¹�à¸Ÿà¸£à¹Œ à¸—à¸µà¹ˆà¸—à¸³à¸‡à¸²à¸™ à¸„à¸§à¸²à¸¡à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸�à¹ˆà¸­à¸™à¸„à¸·à¸­ à¹‚à¸�à¸£à¸˜ à¸«à¸¥à¸±à¸‡à¸ˆà¸²à¸�à¸™à¸±à¹‰à¸™à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¹€à¸¨à¸£à¹‰à¸²à¹�à¸¥à¸°",1,,3,,5,3,3,2,1,-0.543475436,-0.73869892,3,0.0,5,5,2,2,5,3,5,4,4,4,4,3,2,4,4,4,4,4,3,6,6,6,6,5,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,1.261499957,1.262939687,0.616119595,0.823754551,24,2,,4,,1,"-",4.428571429,3.75,2.0,0.924045672,-0.641087178,0.9777432090000001,1.0274823131666666,0.9031345527500001
"R_2bZEOw2DumJxSLe","TH",3,"à¸—à¸°à¹€à¸¥à¸²à¸°à¸�à¸±à¸šà¹�à¸Ÿà¸™",1,,3,,1,2,2,3,3,0.332559879,0.69690094,4,2.0,2,2,1,1,3,1,5,1,3,4,5,2,2,2,1,4,4,4,2,7,7,6,7,6,,-3.036202205,0.980019119,0.55861097,0.932408372,-0.617737195,1.731087344,1.663222259,1.261499957,1.929031239,1.285847635,,24,2,,4,,1,,3.285714286,1.75,1.333333333,0.66877875,0.514730409,,,-0.14129093599999992
"R_22VKdFZvBP2mhyh","TH",2,,2,,2,,2,2,2,1,1,-1.41951075,-0.73869892,4,3.0,2,1,3,5,5,5,2,4,2,2,3,5,3,3,3,4,4,4,1,3,4,5,4,3,5,-0.251067568,0.980019119,0.55861097,0.932408372,-1.62254469,-0.739507144,-0.065020417,0.627886187,-0.069243416,-0.723336485,0.333042471,24,2,,4,,1,,2.142857143,4.75,3.666666667,-0.003522964,-1.079104835,0.15837920890000004,-0.10602980066666667,0.55499272325
"R_3CU5RuZZ84EtP45","TH",2,,1,,3,,1,1,4,1,1,-1.41951075,-0.73869892,2,4.0,5,5,3,2,5,2,4,2,5,5,3,2,2,5,2,2,4,3,2,5,4,6,5,6,7,-1.643634886,-1.674941768,0.55861097,-0.394937304,-0.617737195,0.4957901,-0.065020417,1.261499957,0.596848136,1.285847635,1.31446663,24,2,,4,,1,,4.571428571,2.75,2.333333333,0.101526533,-1.079104835,0.17345290530000002,0.8149053401666668,-0.788725747
"R_1MTdDhVQEOUKCHX","TH",3,"à¸£à¸¹à¹‰à¸ªà¸¶à¸�à¸—à¸³à¸­à¸°à¹„à¸£à¸�à¹‡à¸œà¸´à¸”à¹„à¸›à¸«à¸¡à¸” à¹€à¸‚à¹‰à¸²à¹ƒà¸ˆà¸§à¹ˆà¸²à¸•à¸±à¸§à¹€à¸­à¸‡à¹€à¸›à¹‡à¸™à¸„à¸™à¸—à¸µà¹ˆà¸ªà¸°à¹€à¸žà¸£à¹ˆà¸² à¹�à¸•à¹ˆà¸�à¹‡à¸žà¸¢à¸²à¸¢à¸²à¸¡à¸—à¸µà¹ˆà¸ˆà¸°à¸—à¸§à¸™à¸‡à¸²à¸™à¸«à¸¥à¸²à¸¢à¹†à¸„à¸£à¸±à¹‰",1,,1,,1,,4,3,2,0.332559879,-0.02089899,2,3.0,4,4,1,1,2,5,4,5,5,4,4,5,2,4,3,3,4,3,2,4,5,3,4,3,4,-0.251067568,-0.347461324,0.55861097,-0.394937304,-0.617737195,-0.121858522,0.511060475,-0.639341352,-0.069243416,-0.723336485,-0.157669608,24,2,,4,,1,,4.142857143,4.25,1.333333333,-0.204816484,0.155830444,-0.1635244134,-0.200064818,-0.1087138065
"R_1LchdvnWUVk1y3U","TH",3,"à¹€à¸„à¸£à¸µà¸¢à¸”à¹€à¸£à¸·à¹ˆà¸­à¸‡à¸—à¸µà¹ˆà¸šà¹‰à¸²à¸™",1,,2,,1,2,4,3,3,0.332559879,0.69690094,5,2.0,3,2,3,2,1,5,4,5,3,,2,4,3,3,4,4,4,4,4,6,4,3,6,6,5,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.113438722,-0.065020417,-0.639341352,1.262939687,1.285847635,0.333042471,24,2,,4,,1,,2.833333333,3.75,2.666666667,0.75412025,0.514730409,0.6903444957,0.5484844576666668,0.9031345527500001
