,ResponseId,UserLanguage,Cry_last,qual_Q,Trigger_cause,Trigger_cause_3_TEXT,Trigger_type,Trigger_type_4_TEXT,Context,context2,context3,intense_tear,intense_time,Zintense_tear,Zintense_time,mood_1,Freq,BACS_1,BACS_2,BACS_3,BACS_4,BACS_5,BACS_6,BACS_7,BACS_8,BACS_9,BACS_10,BACS_11,BACS_12,BACS_13,BACS_14,GES_1,GES_2,GES_3,GES_4,GES_5,TMF_1,TMF_2,TMF_3,TMF_4,TMF_5,TMF_6,ZGES_1,ZGES_2,ZGES_3,ZGES_4,ZGES_5,ZTMF_1,ZTMF_2,ZTMF_3,ZTMF_4,ZTMF_5,ZTMF_6,age,gender,gender_4_TEXT,live,live_6_TEXT,live_time,birth_other,BACS_Help,BACS_social,BACS_Ind,GRE,Cry_intensity,last.cry,known,helped
230,R_3qlJEM4Wns36Y7a,NL,2,Het kwam door een persoonlijk conflict met een familielid,1,,4,Radeloos,2,1,4,5,5,2.084630508,2.132500801,6,4,4,2,3,4,3,4,3,2,4,4,4,3,2,3,4,4,4,4,4,5,6,5,5,5,5,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,1.087141367,0.627886187,0.596848136,0.616119595,0.333042471,19,2,,3,,1,,3.428571429,3,3,0.796476715,2.108565654,1,1,1
231,R_9n4WCEiUEW2DyOl,NL,3,"De aanleiding was een combinatie van meerdere dingen, drukke schooldagen en een woordenwisseling met mijn vriend. Ervoor voelde ik me emotioneel onstabiel. Ik werd gesteund door mijn vriend waarna ik me een stuk beter voelde.",1,,2,,2,1,4,2,2,-0.543475436,-0.02089899,2,2,4,2,3,4,4,4,3,4,4,4,3,2,1,3,3,4,4,3,2,6,6,5,5,6,6,-0.251067568,0.980019119,0.55861097,-0.394937304,-0.617737195,1.113438722,1.087141367,0.627886187,0.596848136,1.285847635,0.823754551,19,2,,3,,1,,3.285714286,3.5,2.666666667,0.528164056,-0.282187213,2,1,1
232,R_ABt3kfYXpUD6rVD,NL,2,ik kreeg te horen dat de kanker van mijn bovenbuurman terug was en dat er geen kans op genezing is,2,,1,,5,1,4,4,5,1.208595193,2.132500801,7,2,2,4,4,4,5,4,2,5,4,4,4,3,2,2,4,4,4,4,4,7,7,7,7,6,7,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.731087344,1.663222259,1.895113727,1.929031239,1.285847635,1.31446663,19,2,,3,,1,,3.142857143,4.25,3.333333333,1.347562258,1.670547997,1,1,1
233,R_1dtq0xMNAeAxA15,NL,4,,2,,1,,3,1,4,2,2,-0.543475436,-0.02089899,3,3,4,4,3,2,1,4,3,4,4,3,4,4,2,3,4,3,3,3,2,5,5,3,3,6,7,1.14149975,-0.347461324,-1.311794299,-0.394937304,-0.617737195,0.4957901,0.511060475,-0.639341352,-0.735334967,1.285847635,1.31446663,19,2,,3,,1,,3.571428571,3.25,2.333333333,0.063823468,-0.282187213,2,1,1
234,R_1l6IiB9dLInrjbi,NL,4,"Mijn ouders waren geirriteerd en ik juist heel blij. Toen vond ik het niet leuk dat ze ""gemeen"". Maar: ik was net met de pil begonnen weer dus denk dat het voornamelijk aan de hormonen lag.",1,,1,,3,1,4,2,2,-0.543475436,-0.02089899,1,10,2,1,4,2,5,5,1,5,1,1,1,5,2,1,4,4,4,3,4,6,6,4,4,4,7,1.14149975,0.980019119,0.55861097,-0.394937304,1.391877796,1.113438722,1.087141367,-0.005727582,-0.069243416,-0.053608445,1.31446663,19,2,,3,,1,,1.142857143,5,2.666666667,0.642139782,-0.282187213,2,1,1
235,R_1mV3qtzYmwHUk2R,NL,3,Ik was heel druk en moest veel keuzes maken raakten daarvan een beetje in paniek. Ik kon praten met familie en vrienden. Dat bieden troost,1,,4,stress,3,1,4,2,1,-0.543475436,-0.73869892,5,1.5,3,2,2,3,2,2,2,3,4,3,4,2,2,3,3,4,4,4,3,5,5,5,5,5,6,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,0.823754551,19,2,,3,,1,,3,2.25,2.333333333,0.570772749,-0.641087178,2,1,1
236,R_3lzPUSeoH3f69pL,NL,2,"Ik moest huilen in de auto van mijn vriend, omdat ik dacht aan de uitvaart van mijn oma, die de dag ervoor had plaatsgevonden. Mijn vriend was hierbij om me te steunen.",2,,1,,2,1,4,3,1,0.332559879,-0.73869892,5,10,4,4,3,4,4,4,4,4,3,2,4,2,3,3,4,4,4,4,3,7,7,6,6,6,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.731087344,1.663222259,1.261499957,1.262939687,1.285847635,0.823754551,19,2,,3,,1,,3.428571429,3.5,3.333333333,1.093450904,-0.203069521,1,1,1
237,R_1n6Yr3RnLMZWgHQ,NL,2,,1,,2,,3,1,2,3,2,0.332559879,-0.02089899,3,20,4,2,2,2,5,5,5,5,2,4,2,5,2,4,3,4,4,4,2,2,1,3,2,3,5,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,-1.357155765,-1.793263093,-0.639341352,-1.401426518,-0.723336485,0.333042471,19,2,,3,,1,,3.285714286,5,2,-0.361749731,0.155830444,1,1,1
238,R_231tVkfft7Lq0GQ,NL,4,"Het broertje van een studiegenoot had zelfmoord gepleegd. Ik hoorde dit van een andere studiegenoot en was samen met haar en een vriendin. Daarna voelde ik mij een paar dagen verdrietig. Ik ben gesteund door die vriendin, mijn zusje en mijn ouders.",2,,1,,3,1,4,4,5,1.208595193,2.132500801,5,0,4,4,2,3,3,4,4,5,5,4,5,2,1,4,4,4,4,4,4,7,7,6,6,6,7,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.731087344,1.663222259,1.261499957,1.262939687,1.285847635,1.31446663,20,2,,3,,1,,4.285714286,3.5,2,1.229407229,1.670547997,2,1,1
239,R_ZqtNzYb4Okunlst,NL,2,Ik was depressief. Mijn vriend reageert soms boos uit frustratie omdat hij niks kan doen. Ik was bij hem thuis. Van te voren voelde ik me down. Na het huilen en praten voelde ik me beter,3,"Beide, ik voelde me rot en ik wil dat gevoel niet doorgeven",1,,2,1,4,3,3,0.332559879,0.69690094,3,5,4,3,2,3,1,2,4,2,4,4,3,1,2,3,4,3,4,3,2,6,5,5,4,5,7,1.14149975,-0.347461324,0.55861097,-0.394937304,-0.617737195,1.113438722,0.511060475,0.627886187,-0.069243416,0.616119595,1.31446663,20,2,,3,,1,,3.571428571,1.5,2.333333333,0.404882099,0.514730409,1,1,1
240,R_21B4tt6MJ4Xc7u1,NL,2,"Ik moest huilen toen ik mijn vriend mijn gevoelens vertelde over het feit dat we elkaar weinig zien. Ik werd gelijk door hem gesteund. Het was iets waar ik mee rondliep, dus was het een opluchting om te vertellen en te huilen erbij.",1,,1,,2,1,2,1,1,-1.41951075,-0.73869892,2,3,4,4,2,4,5,4,3,3,4,4,5,2,2,4,4,4,4,4,3,5,6,5,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,1.087141367,0.627886187,0.596848136,0.616119595,0.823754551,20,2,,3,,1,,4,3.5,2.666666667,0.749740768,-1.079104835,1,1,1
241,R_SCSlVk1OCrFuhqh,NL,2,Het was vanwege stress en ik had iemand die mij steunde. Het voelde achteraf opgelucht,1,,4,Stress,2,1,2,1,2,-1.41951075,-0.02089899,3,2,4,2,2,2,3,3,2,4,4,4,2,4,2,3,3,3,4,4,2,6,6,5,4,3,6,-0.251067568,-0.347461324,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,0.627886187,-0.069243416,-0.723336485,0.823754551,20,2,,3,,10,Tsjechië,3,3.5,2,0.284944926,-0.72020487,1,1,1
242,R_ZjUfjPxF5RtTyaR,NL,3,,1,,3,,5,1,4,3,1,0.332559879,-0.73869892,3,2,4,2,2,3,2,4,4,2,4,4,4,1,1,4,3,4,4,2,3,6,6,6,5,5,7,-0.251067568,0.980019119,0.55861097,-1.722282979,0.3870703,1.113438722,1.087141367,1.261499957,0.596848136,0.616119595,1.31446663,20,2,,3,,1,,3.714285714,2.25,2,0.540169477,-0.203069521,2,1,1
243,R_2VNNhs38sDkE0Tw,NL,2,"Ik voelde me verdrietig, maar weet niet precies waarom. Ik werd door mijn vriend getroost.",1,,1,,2,1,4,2,2,-0.543475436,-0.02089899,3,3,3,5,2,3,2,4,4,5,3,4,5,3,1,4,4,3,4,4,3,6,6,5,5,6,7,1.14149975,-0.347461324,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,0.627886187,0.596848136,1.285847635,1.31446663,20,2,,3,,1,,4,3.5,2,0.790705159,-0.282187213,1,1,1
244,R_25LLOjxN8g8kV5w,NL,3,"Ik was onzeker over mijn relatie, heb hier over gepraat met mijn vriend, en ik voelde me van te voren erg verdrietig, achteraf opgelucht.",1,,1,,2,1,4,5,3,2.084630508,0.69690094,2,3,3,2,2,3,1,2,4,2,4,4,4,1,1,4,4,3,4,3,3,3,4,5,4,4,6,1.14149975,-0.347461324,0.55861097,-0.394937304,0.3870703,-0.739507144,-0.065020417,0.627886187,-0.069243416,-0.053608445,0.823754551,20,2,,3,,1,,3.571428571,1.5,2,0.169913064,1.390765724,2,1,1
245,R_2ClE2fBgjJiMpzc,NL,2,"De conciërge van mijn oude middelbare school was overleden, ik moest huilen tijdens de herdenkingsdienst. Ik had hierbij troost van een vriendin en mijn vriend.",1,,1,,5,1,3,3,4,0.332559879,1.414700871,5,4,3,2,2,4,4,3,2,5,3,2,4,2,2,3,4,4,4,4,3,4,4,3,4,4,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,-0.639341352,-0.069243416,-0.053608445,0.823754551,20,2,,3,,1,,2.714285714,3.5,2.666666667,0.352208265,0.873630375,1,1,1
246,R_rkVS6AvLVI2eB7H,NL,3,"Na een ruzie met mn moeder, het was thuis, ik voelde me geïrriteerd en gekwetst, en ik werd gesteund door mijn vriend",1,,2,,1,3,4,4,2,1.208595193,-0.02089899,3,1,4,3,2,2,4,4,3,4,2,2,4,3,2,2,4,4,4,4,3,5,5,5,5,5,4,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,0.627886187,0.596848136,0.616119595,-0.157669608,20,2,,3,,3,,2.857142857,3.75,2,0.6081494,0.593848101,2,1,0
247,R_1jOoS0Dc5STtjhw,NL,3,,1,,2,,2,1,4,3,1,0.332559879,-0.73869892,2,4,5,5,2,2,5,4,4,5,4,5,5,4,2,4,4,3,4,3,4,6,6,5,4,5,7,1.14149975,-0.347461324,0.55861097,-0.394937304,1.391877796,1.113438722,1.087141367,0.627886187,-0.069243416,0.616119595,1.31446663,20,2,,3,,1,,4.571428571,4.5,2,0.639945361,-0.203069521,2,1,1
248,R_2zeX7ODnyiIelw2,NL,3,De aanleiding was dat ik mijn vriend gedag moest zeggen op het vliegveld en hem anderhalve maand niet zou zien. Ervoor zag ik er erg tegenop en erna was ik nog wel verdrietig maar wel een stuk minder. Ik werd door hem getroost.,1,,1,,5,1,3,3,2,0.332559879,-0.02089899,3,2,4,2,2,2,2,2,2,4,2,4,4,2,2,3,4,4,4,4,2,6,6,5,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,0.627886187,0.596848136,0.616119595,0.823754551,20,2,,3,,1,,3,2.5,2,0.714544507,0.155830444,2,1,1
249,R_3kCijGsoXISWUmi,NL,2,"De laatste keer dat ik moest huilen, moest ik huilen omdat ik veel stress ervaarde. Dit was thuis. Ervoor voelde ik mij niet al te best. Nadat ik gehuild had had ik iets meer hoop. Mijn vriendin troostte mij.",1,,2,,2,1,4,3,1,0.332559879,-0.73869892,3,7,4,3,2,3,4,4,4,5,3,3,3,4,3,4,4,4,4,4,2,5,4,4,5,5,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,-0.065020417,-0.005727582,0.596848136,0.616119595,0.823754551,20,2,,3,,1,,3.428571429,4.25,2.666666667,0.4960514,-0.203069521,1,1,1
250,R_32RVyxClhFTe2LJ,EN-GB,2,"I was crying at night, a moment where i was together with my boyfriend. I told him I had a bad experience with some friends of mine. It was something that i felt for a longer time, not only that moment. It felt good that i could put it out and talk with someone about this.",1,,1,,2,1,4,3,2,0.332559879,-0.02089899,3,1,4,3,2,2,4,4,2,5,5,4,5,3,2,4,4,4,4,3,4,6,6,5,6,6,7,1.14149975,0.980019119,0.55861097,-0.394937304,1.391877796,1.113438722,1.087141367,0.627886187,1.262939687,1.285847635,1.31446663,21,2,,3,,1,-,3.857142857,4,2,0.942617324,0.155830444,1,1,1
251,R_27HkzjQKWMjwIeV,NL,2,"aanleiding: mijn vriend had tegen mij gelogen 
waar je was: bij mijn ouders thuis 
hoe je je ervoor en erna voelde: ervoor voelde ik me niet vrolijk en erna voelde ik me neutraal 
en of je door iemand gesteund werd: mijn vriend. Hij praatte met mij erover en vroeg ernaar.",1,,4,"Gekwetst, teleurgesteld",2,1,2,4,2,1.208595193,-0.02089899,4,4,4,4,2,2,4,4,4,4,4,3,4,2,2,3,4,3,4,3,3,6,6,5,5,6,7,1.14149975,-0.347461324,0.55861097,-0.394937304,0.3870703,1.113438722,1.087141367,0.627886187,0.596848136,1.285847635,1.31446663,21,2,,3,,1,,3.714285714,3.5,2,0.67003737,0.593848101,1,1,1
252,R_32XyJqgHEVfc0gs,NL,6,"Ik weet niet meer precies wanneer het was, maar ik was in de universiteitsbibliotheek en belde mijn moeder op. Het was niet gepland maar de frustratie van de stress wegens kwam eruit toen ik haar belde.",1,,2,,2,1,4,3,1,0.332559879,-0.73869892,3,3,4,2,2,3,3,3,4,4,5,4,4,3,1,4,4,4,4,4,3,4,4,4,4,4,4,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,-0.005727582,-0.069243416,-0.053608445,-0.157669608,21,2,,3,,1,,3.857142857,3.25,2,0.320589138,-0.203069521,2,1,1
253,R_1FR4aIAs9Ft6ixw,NL,3,Tijdens een droom in huilen uitbarsten,1,,1,,2,1,4,5,2,2.084630508,-0.02089899,7,1,3,1,4,2,5,5,1,5,2,2,1,5,4,2,3,3,4,3,1,4,5,5,2,5,7,-0.251067568,-0.347461324,0.55861097,-0.394937304,-1.62254469,-0.121858522,0.511060475,0.627886187,-1.401426518,0.616119595,1.31446663,21,2,,3,,1,,1.714285714,5,3.333333333,-0.04646837,1.031865759,2,1,1
254,R_2ahiEb7Yja4arnI,NL,3,een droom,1,,2,,2,1,4,4,2,1.208595193,-0.02089899,7,1,4,1,5,2,5,5,2,5,2,2,2,5,5,3,3,3,3,3,1,4,5,6,3,6,7,-0.251067568,-0.347461324,-1.311794299,-0.394937304,-1.62254469,-0.121858522,0.511060475,1.261499957,-0.735334967,1.285847635,1.31446663,21,2,,3,,1,,2.285714286,5,4,-0.037465816,0.593848101,2,1,1
255,R_1HcQ6B0s6jOHRxO,NL,3,Toen ik heel erg veel stress had voor tentamens en scriptie. Toen heeft mijn vriend mij getroost.,1,,4,Stress,2,1,4,2,1,-0.543475436,-0.73869892,2,2,4,4,2,5,5,5,4,5,3,4,4,3,2,4,4,4,4,4,4,7,7,5,6,5,6,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,1.731087344,1.663222259,0.627886187,1.262939687,0.616119595,0.823754551,21,2,,3,,1,,3.857142857,4.5,3,1.066311421,-0.641087178,2,1,1
256,R_2X7eeJYK7JK1EoO,NL,3,Tijdens de begrafenis van de vader van een tante van me. Ik moest huilen omdat zij net een jaar geleden haar man plots verloor en alleen kwam te staan met twee jongeren. Ik voelde me verdrietig voor hen en werd niet gesteund.,2,,2,,5,3,3,2,1,-0.543475436,-0.73869892,4,1,2,2,2,5,4,5,4,5,2,4,4,5,2,4,4,4,4,4,2,5,6,4,2,4,6,1.14149975,0.980019119,0.55861097,0.932408372,-0.617737195,0.4957901,1.087141367,-0.005727582,-1.401426518,-0.053608445,0.823754551,21,2,,3,,1,,3.142857143,4.75,3,0.358247681,-0.641087178,2,1,0
257,R_2v2sk6LJD9z40jP,NL,2,ik was in het auto op de weg naar nederland van duitsland. It was verdrietig omdat ik wegmoet van m'n friendje. Geen troost.,1,,1,,3,3,1,3,4,0.332559879,1.414700871,4,5,3,4,2,3,1,4,4,5,4,3,4,4,3,3,3,4,3,3,3,6,6,7,6,6,6,-0.251067568,0.980019119,-1.311794299,-0.394937304,0.3870703,1.113438722,1.087141367,1.895113727,1.262939687,1.285847635,0.823754551,21,2,,3,,10,Duitsland,3.571428571,3.5,2.666666667,0.625229631,0.873630375,1,0,0
258,R_2zk9YLAmsjDfggs,NL,2,"tentamenstress, ik was thuis achter mijn bureau, mijn vriend steunde me",1,,2,,2,1,4,2,1,-0.543475436,-0.73869892,3,7,3,2,2,2,2,4,2,4,2,3,4,2,2,2,3,3,3,3,4,7,6,6,7,5,7,-0.251067568,-0.347461324,-1.311794299,-0.394937304,1.391877796,1.731087344,1.087141367,1.261499957,1.929031239,0.616119595,1.31446663,21,2,,3,,1,,2.571428571,3,2,0.638723948,-0.641087178,1,1,1
259,R_1oj6eyWj3WM6nxl,NL,3,Ik was bij een begrafenis van de oom van mijn vriend. MIjn vader is ook overleden en het deed me heel erg denken aan zijn begrafenis. Ook deed het mij pijn om zoveel mensen verdrietig te zien.,1,,1,,5,1,3,2,5,-0.543475436,2.132500801,5,5,4,3,4,4,4,4,2,5,4,2,4,4,3,3,4,4,4,4,4,5,5,6,6,6,6,1.14149975,0.980019119,0.55861097,0.932408372,1.391877796,0.4957901,0.511060475,1.261499957,1.262939687,1.285847635,0.823754551,21,2,,3,,1,,3.142857143,4.25,3.666666667,0.96775531,0.794512682,2,1,1
260,R_2t6TVXiZb64FZoB,NL,2,"Op het moment van mijn laatste huilervaring lag ik thuis in bed, alleen. De aanleiding was stress, ik werd opeens overweldigd door alles wat ik nog moest doen en wat ik eigenlijk met mijn leven wil. Ik was alleen en voelde me dus niet echt gesteund en heb ook met niemand contact opgenomen of later met iemand specifiek daarover gesproken.",1,,2,,1,1,NA,3,2,0.332559879,-0.02089899,5,4,2,2,3,4,4,4,3,4,3,2,4,4,2,3,4,4,4,4,3,4,4,5,4,4,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.065020417,0.627886187,-0.069243416,-0.053608445,0.823754551,21,2,,3,,1,,2.714285714,4,3,0.467410768,0.155830444,1,NA,1
261,R_3mkSK0j7SyXLjVB,NL,2,"Gisteren nam ik afscheid van mijn ouders want die gaan naar Curacao verhuizen. Ik was op schiphol met mijn oma toen het afscheid plaatsvond. Ervoor voelde ik me wel kalm en niet heel emotioneel, en erna voelde ik me al snel weer prima door mijn oma. Zij steunde mij hierin.",1,,1,,4,1,4,1,1,-1.41951075,-0.73869892,6,7,4,2,2,4,4,4,4,4,5,2,4,2,1,4,3,4,4,4,2,6,6,6,6,5,7,-0.251067568,0.980019119,0.55861097,0.932408372,-0.617737195,1.113438722,1.087141367,1.261499957,1.262939687,0.616119595,1.31446663,21,2,,3,,3,Curacao,3.571428571,3.5,2.333333333,0.750712696,-1.079104835,1,1,1
262,R_5jVBfNWRHcTi8eZ,NL,2,Ik voelde me niet lekker en was bang dat er iets ernstigs aan de hand was.,1,,2,,1,1,4,2,1,-0.543475436,-0.73869892,4,3,4,4,2,2,2,3,3,3,3,2,4,3,2,3,4,2,4,4,3,7,7,5,5,6,6,1.14149975,-1.674941768,0.55861097,0.932408372,0.3870703,1.731087344,1.663222259,0.627886187,0.596848136,1.285847635,0.823754551,21,2,,3,,2,Armenië,3.285714286,2.75,2,0.733935794,-0.641087178,1,1,1
263,R_22PoR4IQHRqSUtE,NL,4,Ik moest de keuze maken tussen fanatiek sporten of blijven werken waar ik destijds werken. Ik besloot te stoppen met werken na 2.5 jaar daar werken. Het uitspreken van deze definitieve zorgde dat ik moest huilen omdat ik daarmee besefte dat ik die gezelligheid van daar werken zou afsluiten en die personen niet meer zoveel zou gaan zien. Achteraf was het een opluchting en deed het me beseffen hoe een goeie tijd ik daar heb gehad. Mijn moeder steunde me hierbij.,1,,1,,2,1,4,4,2,1.208595193,-0.02089899,2,2,3,2,2,4,4,4,1,4,3,4,4,5,1,2,4,4,4,4,3,5,6,6,5,5,7,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,1.087141367,1.261499957,0.596848136,0.616119595,1.31446663,21,2,,3,,1,,2.714285714,4.25,2.333333333,0.851952209,0.593848101,2,1,1
264,R_2ZP4xXvYovrca0a,NL,3,"Ik kreeg net te horen dat iemand anders een positie binnen het bedrijf kreeg, die in eerste instantie aan mij was toebedeeld. We waren klaar met werken (en nazitten want horeca) en stonden op het punt om naar huis te gaan. Ik zei niets tegen degene die 'assistent sommelier' zou worden in plaats van ik, omdat ik het haar ook van harte gun en ze veel werkt. Op mijn weg naar huis kon ik het niet laten even te huilen en emotie van me af te laten vloeien. Ik voelde me gepasseerd. Naar aanleiding hiervan neem ik misschien ontslag bij een bedrijf waar ik altijd met veel plezier heb gewerkt, maar er nu geen doorgroeimogelijkheden voor mij meer zijn helaas.",1,,2,,1,1,2,4,3,1.208595193,0.69690094,3,3,4,3,4,3,5,5,3,4,3,4,4,4,3,3,3,3,4,3,3,5,5,4,4,4,6,-0.251067568,-0.347461324,0.55861097,-0.394937304,0.3870703,0.4957901,0.511060475,-0.005727582,-0.069243416,-0.053608445,0.823754551,21,2,,3,,1,,3.428571429,4.5,3.333333333,0.150385523,0.952748067,2,1,1
265,R_27V7ZzFBp6VsbC6,NL,4,,1,,2,,1,3,NA,5,2,2.084630508,-0.02089899,3,1,4,4,2,2,2,3,1,5,3,2,3,2,1,3,3,4,4,3,3,5,5,6,5,5,6,-0.251067568,0.980019119,0.55861097,-0.394937304,0.3870703,0.4957901,0.511060475,1.261499957,0.596848136,0.616119595,0.823754551,22,2,,3,,1,,2.857142857,3,1.666666667,0.507706212,1.031865759,2,NA,0
266,R_2tnDcO5edIvTO7n,NL,4,"Ik vertelde aan iemand dat mijn opa die week was overleden. Ik was bij de studentendecaan. Ervoor en erna voelde ik me geleefd, niet specifiek verdrietig of blij. Ik kreeg een knuffel van de decaan en werd zo gesteund.",1,,1,,2,1,2,3,3,0.332559879,0.69690094,4,0,3,5,2,2,3,3,4,4,4,3,2,3,1,2,4,4,4,4,3,5,5,6,4,5,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,0.4957901,0.511060475,1.261499957,-0.069243416,0.616119595,0.823754551,22,2,,3,,1,,3.285714286,3.25,1.666666667,0.694417252,0.514730409,2,1,1
267,R_1ozMPAPIqFzoQRQ,NL,2,Ik kwam thuis van college en was erg gestrest. Ik zag mijn vriend en kreeg een knuffel en moest huilen. Ik voelde me verdrietig en na het troosten was ik opgelucht.,1,,2,,2,1,4,3,1,0.332559879,-0.73869892,3,20,4,4,2,1,1,2,4,3,4,4,4,1,1,4,4,4,4,4,3,6,6,6,5,6,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.087141367,1.261499957,0.596848136,1.285847635,0.823754551,22,2,,3,,1,,4,1.75,1.333333333,0.924376262,-0.203069521,1,1,1
268,R_1GDO0fpM507gLX9,EN-GB,3,What caused me crying was the fact that I felt lonely since I was in my room studying the whole time. Before I was motivated but when I realised that I had no social life besides studying I got really sad. I did not tell anyone but my parents over the phone and did not cry during the talk but again afterwards.,3,No serious romantic relationship,1,,1,3,NA,3,1,0.332559879,-0.73869892,6,2,3,3,2,4,5,4,1,4,2,2,3,2,3,3,3,4,4,3,3,5,5,5,6,5,6,-0.251067568,0.980019119,0.55861097,-0.394937304,0.3870703,0.4957901,0.511060475,0.627886187,1.262939687,0.616119595,0.823754551,23,2,,3,,10,Germany,2.428571429,3.75,3,0.510658738,-0.203069521,2,NA,0
269,R_2RO0iTqyGNTslbM,NL,2,Overlijden van een dierbare,1,,1,,5,1,4,3,2,0.332559879,-0.02089899,6,3,4,5,5,4,4,4,4,4,3,2,3,3,4,2,4,3,4,4,1,5,6,5,5,5,5,1.14149975,-0.347461324,0.55861097,0.932408372,-1.62254469,0.4957901,1.087141367,0.627886187,0.596848136,0.616119595,0.333042471,23,2,,3,,1,,3.285714286,3.75,4.333333333,0.401758267,0.155830444,1,1,1
270,R_Zfw1FsgpA8Cf6Zr,NL,2,"Bij mij thuis, voor school stress. Mijn vriend van school troostte me",1,,2,,3,1,4,4,4,1.208595193,1.414700871,3,2,4,4,4,1,2,4,4,3,4,2,4,4,2,4,4,4,4,4,3,6,7,5,6,3,6,1.14149975,0.980019119,0.55861097,0.932408372,0.3870703,1.113438722,1.663222259,0.627886187,1.262939687,-0.723336485,0.823754551,20,2,,3,Nederland,10,Finland,3.714285714,3.25,2.333333333,0.797046676,1.311648032,1,1,1
271,R_qQRhyj8eL5xjezn,TH,3,สาเหตุเพราะความเหงาที่เรื้อรังในคณะร้องไห้ที่บ้านตอนกำลังคอลไลน์กับเพื่อนอยู่ เหมือนเ,1,,1,,1,1,4,4,2,1.208595193,-0.02089899,3,2,5,4,1,2,5,3,4,2,4,5,4,4,3,4,4,2,3,3,3,5,3,2,4,5,3,1.14149975,-1.674941768,-1.311794299,-0.394937304,0.3870703,0.4957901,-0.641101309,-1.272955121,-0.069243416,0.616119595,-0.648381688,19,1,,4,,1,ไทย,4.285714286,3.5,2,-0.306625014,0.593848101,2,1,1
272,R_pzxa2tntuYRJRh7,TH,3,ร้องไห้เพราะเครียดเรื่องคนรักที่หอตนเอง ความรู้สึกก่อนร้อง คือ หน่วงมาก แต่หลังจากร้องอ,1,,1,,2,3,2,3,2,0.332559879,-0.02089899,2,1,4,4,2,1,4,4,4,4,4,4,4,4,2,4,2,2,4,2,2,2,3,2,1,3,4,-1.643634886,-1.674941768,0.55861097,-1.722282979,-0.617737195,-1.357155765,-0.641101309,-1.272955121,-2.06751807,-0.723336485,-0.157669608,20,1,,4,,1,ไทย,4,4,1.666666667,-1.029065656,0.155830444,2,1,0
273,R_p3FRhE87QgYuqzL,TH,2,น้อยใจต่อสังคมสิ่งแวดล้อมความรักและในชีวิตที่ผ่านมา การช่วยเหลือไม่มี,3,ทั้งสองอย่าง,4,ความเศร้าและคับข้องใจ,1,3,2,1,2,-1.41951075,-0.02089899,3,NA,2,3,2,3,5,4,3,4,2,3,3,4,3,2,3,2,4,3,2,2,1,2,2,1,1,-0.251067568,-1.674941768,0.55861097,-0.394937304,-0.617737195,-1.357155765,-1.793263093,-1.272955121,-1.401426518,-2.062792566,-1.629805847,21,1,,4,,1,,2.571428571,4.25,2.666666667,-1.081588343,-0.72020487,1,1,0
274,R_3DbSEX4vlgoMt5E,TH,4,,1,,2,,1,3,NA,3,6,0.332559879,2.850300731,7,2,3,1,3,4,5,5,3,5,4,2,1,5,1,3,2,1,4,2,4,2,1,1,1,2,1,-1.643634886,-3.002422211,0.55861097,-1.722282979,1.391877796,-1.357155765,-1.793263093,-1.906568891,-2.06751807,-1.393064526,-1.629805847,21,1,,4,,5,Germany,2.428571429,5,2.666666667,-1.324111591,1.591430305,2,NA,0
275,R_1jT9mj7bmYSJu1p,TH,6,"สาเหตุ : ความรู้สึกอัดอั้นในใจ
สถานที่ : บ้าน
ความรู้สึกก่อนร้องไห้ : โกรธ
ความรู้สึกหลังร้องไห้ : เสียใจ
ได้รับการช่วยเหลือจากแม่",1,,2,,4,1,4,3,1,0.332559879,-0.73869892,5,0,2,2,4,4,5,4,2,4,2,2,2,4,2,3,3,4,4,4,3,4,3,3,5,5,2,-0.251067568,0.980019119,0.55861097,0.932408372,0.3870703,-0.121858522,-0.641101309,-0.639341352,0.596848136,0.616119595,-1.139093767,22,1,,4,,1,,2.142857143,4.25,3.333333333,0.116237634,-0.203069521,2,1,1
